,text,star,Corrected_scent,app_id,reviewDate
206,Been using it since 2006. Never a problem.,5,Been using it since 2006; Never a problem.,com.yahoo.mobile.client.android.mail,18/03/21
207,Good,5,Good,com.yahoo.mobile.client.android.mail,18/03/21
208,This app has really approved and works very well.,4,This app has really approved and works very well.,com.yahoo.mobile.client.android.mail,18/03/21
209,Perfect app! 🌟,5,Perfect app!,com.yahoo.mobile.client.android.mail,18/03/21
210,Enjoy keeping up with the mail,4,Enjoy keeping up with the mail.,com.yahoo.mobile.client.android.mail,18/03/21
211,Very good,5,Very good.,com.yahoo.mobile.client.android.mail,18/03/21
212,No me gusta,2,No me gusta.,com.yahoo.mobile.client.android.mail,18/03/21
213,Works great,5,Works great.,com.yahoo.mobile.client.android.mail,18/03/21
214,Great,5,Great.,com.psafe.msuite,18/03/21
215,I have no complaints as of yet..,5,I have no complaints as of yet.,com.psafe.msuite,18/03/21
216,Great as always,5,Great as always.,com.psafe.msuite,18/03/21
217,You are REALLY TRULY REAL TRUE WORDS ARE AAAAAAAAAWWWWEEEEEESOME AND COOOOOOOOOOOL AND RIGHT THERE IF SOMETHING IS WRONG,5,You are really truly real true words are AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,com.psafe.msuite,18/03/21
218,তথছ,5,,com.psafe.msuite,18/03/21
219,Waist of time,1,Waist of time,com.psafe.msuite,18/03/21
220,Keeps alook out at all times,4,Keeps Look out at all times.,com.psafe.msuite,18/03/21
221,Nice app,5,Nice app.,com.psafe.msuite,18/03/21
222,Christlife123!,5,Christlife123;,com.psafe.msuite,18/03/21
223,I love it it's doing it's job,5,"I love it, it's doing it's job.",com.psafe.msuite,18/03/21
224,Ok,5,Ok.,com.psafe.msuite,18/03/21
225,Good,5,Good,com.psafe.msuite,18/03/21
226,Works,5,Works.,com.psafe.msuite,18/03/21
227,"It's unobtrusive, but when it detects a problem, I can decide what I need to do to fix it. It is extremely helpful.",5,"It's unobtrusive, but when it detects a problem, I can decide what I need to do to do to it. It is extremely helpful.",com.psafe.msuite,17/03/21
228,Keeps me from daining my battery and getting rid of unnecessary apps.keeps my phone safe,5,Keeps me from daining my battery and getting rid of unnecessary apps.keeps my phone safe.,com.psafe.msuite,17/03/21
229,Great,5,Great.,com.psafe.msuite,17/03/21
230,Good,5,Good,com.psafe.msuite,17/03/21
231,I like the apps it works and it's quick to get things done and no problems!!,4,I like the apps it works and it's quick to get things done and no problems!,com.psafe.msuite,17/03/21
232,It's been good.,5,It's been good.,com.psafe.msuite,17/03/21
233,Good,5,Good,com.psafe.msuite,17/03/21
234,This is very satisfying ft.slayypoint,5,This is very satisfying ft..laypoint.,com.halfbrick.fruitninjafree,18/03/21
235,Chinna,2,Chinna -,com.halfbrick.fruitninjafree,18/03/21
236,That is so fun and can get so much fun,5,That is so fun and can get so much fun.,com.halfbrick.fruitninjafree,18/03/21
237,Too good,4,Too good.,com.halfbrick.fruitninjafree,18/03/21
238,Good,5,Good,com.halfbrick.fruitninjafree,18/03/21
239,maganda,5,maganda,com.halfbrick.fruitninjafree,18/03/21
240,Amazing :-\👌🔥,5,Amazing -,com.halfbrick.fruitninjafree,18/03/21
241,Super game,5,Super Game,com.halfbrick.fruitninjafree,18/03/21
242,Very Butiful good game,5,Very Butiful Good Game.,com.halfbrick.fruitninjafree,18/03/21
243,Super,5,Super,com.halfbrick.fruitninjafree,18/03/21
244,Nice superb,5,"Nice, superb.",com.halfbrick.fruitninjafree,18/03/21
245,Bro i am from thoothukudi good game yaah!!,5,"Bro i am from Thoothukudi, Good Game Yaah!",com.halfbrick.fruitninjafree,18/03/21
246,Nice game but it can be improved,4,"Nice game, but it can be improved.",com.halfbrick.fruitninjafree,18/03/21
247,Good game,5,Good game.,com.halfbrick.fruitninjafree,18/03/21
248,😢👩‍🍳,5,,com.halfbrick.fruitninjafree,18/03/21
249,I remember this game when I was 6 years old and it was amazing 🎮,5,"I remember this game when I was 6 years old, and it was amazing.",com.halfbrick.fruitninjafree,18/03/21
250,Not downloadin fast That's all,1,"Not downloadin fast, that's all.",com.halfbrick.fruitninjafree,18/03/21
251,I like the game,5,I like the game.,com.halfbrick.fruitninjafree,18/03/21
252,It took to long to load and when it loaded the game was so bad I realised theirs a 2nd version of this but that also sucks this is one of the worst game and I uninstalled it.,1,"It took to long to load and when it loaded the game was so bad I realized it's a 2nd version of this, but that also sucks this is one of the worst game and I installed it.",com.halfbrick.fruitninjafree,18/03/21
253,Dogwater,1,Dogwater,com.halfbrick.fruitninjafree,18/03/21
254,This game is so amazing,1,This game is so amazing.,com.halfbrick.fruitninjafree,18/03/21
255,so very cute,5,So very cute.,com.halfbrick.fruitninjafree,18/03/21
256,Nice app,5,Nice app.,com.halfbrick.fruitninjafree,18/03/21
257,If half brick studios reply to this comment with we are sorry they are g&y,1,"If half brick studios reply to this comment with, we are sorry they are &g&y;",com.halfbrick.fruitninjafree,18/03/21
258,LOVE THIS GAME,5,Love this game.,com.halfbrick.fruitninjafree,18/03/21
259,Hiii the best way Gauges 😝😝😝😝😝😝😝😝😝😝😝,3,"Hiiii, the best way Gauges",com.halfbrick.fruitninjafree,18/03/21
260,Good,5,Good,com.halfbrick.fruitninjafree,18/03/21
261,Hatdog,5,Hatdog,com.halfbrick.fruitninjafree,18/03/21
262,One of the best games of all time,5,One of the best games of all time.,com.halfbrick.fruitninjafree,18/03/21
263,AR..😮😊,4,AR.,com.halfbrick.fruitninjafree,18/03/21
264,"This game is not responding at all and my phone is hang and it started to become flickering because of this game.when i uninstall this game,my phone back to normal .This is the reason for giving 1 star.(my phone is samsung galaxy J7)",1,"This game is not responding at all, and my phone is hang, and it started to become flickering because of this game.When I install this game,my phone back to normal.",com.halfbrick.fruitninjafree,18/03/21
265,Like the upgrades and missions,4,Like the upgrades and missions.,com.halfbrick.fruitninjafree,18/03/21
266,"I can't install the game, it won't let me.",1,"I can't install the game, it won't let me.",com.halfbrick.fruitninjafree,18/03/21
267,always liked this game,4,Always liked this game.,com.halfbrick.fruitninjafree,18/03/21
268,It is a really good game a bit better than the old one,5,"It is a really good game, bit better than the old one.",com.halfbrick.fruitninjafree,17/03/21
269,So cool am game,5,So cool am game.,com.halfbrick.fruitninjafree,17/03/21
270,Very addictive and super fun,5,Very addictive and super fun.,com.halfbrick.fruitninjafree,17/03/21
271,Very nice game I'm like to this game thank you realize this game I'm not like game but now this the first time l like this game my name is akib l thank for you please send me the all game,5,"Very nice game I'm like to this game, thank you realize this game I'm not like game, but now this the first time l' like this game, my name is akib l'thank for you please send me the all-game.",com.halfbrick.fruitninjafree,17/03/21
272,Идите на улицу и знакомьтесь. Не в коем случае не платите за данное приложение!,1,дите наулиу и накомтес е в коем слуае не латите ададанное рилоение,com.badoo.mobile,18/03/21
273,Good,4,Good,com.badoo.mobile,18/03/21
274,Fake app it has blocked my account three different times when it doesn't go against the regulations i am very pissed about it i have contacted you guys with an email and you don't seem to get back to me so I'm uninstalling it you guys are fake,1,Fake app It has blocked my account three different times when it doesn't go against the regulations. I am very pissed about it. I havecontacted you guys with an email and you don't seem to get back to me so I'm installing it. You guys are fake.,com.badoo.mobile,18/03/21
275,Great app,5,Great app.,com.badoo.mobile,18/03/21
276,"Seriously, what's the point in putting filters on when they get taken off after about 2 swipes!!!",2,"Seriously, what's the point in putting filters on when they get taken off after about 2 swipes!!!",com.badoo.mobile,18/03/21
277,Simply give user yellow card warning or account being blocked without any justification! Any false report will simply lead to other peoples account closed what the hell app is this!!,1,Simply give user yellow card warning or account being blocked without any justification! Any false report will simply lead to other people's account closed what the hell app is this!!,com.badoo.mobile,18/03/21
278,Bad app,1,Bad app.,com.badoo.mobile,18/03/21
279,"So far better and a good app, need to add video group messaging and share any important news with us.",5,"So far better and a good app, need to add video group messaging and share any important news with us.",com.badoo.mobile,18/03/21
280,So so app only.,3,"So so, app only.",com.badoo.mobile,18/03/21
281,Cool and nice i actually met my wife there,5,"Cool and nice, I actually met my wife there.",com.badoo.mobile,18/03/21
282,"Hello. As a girl and a valid user of this platform, I am unhappy with your customer support deciding to PERMA ban my account based on one small community guideline breach, that was NOT expected, at all. See, since you advertise Instagram links on your platform, it came to my mind that I could just POST a small Twitch link in my bio. However, you guys said that that is such a HUGE community guideline BREACH that you just can't unban my account, and your front support desk THREATENED ME that if I even make another account with another PHONE NUMBER I will get banned again. Does this sound valid to you? I've used thousands of apps, and none of them had such harsh penalties for one small guideline breach, rather they would just inform you that you can't post links there. First, you did not make it clear at all, and second you're perma banning people just because of their lack of knowledge. I just want to say that any normal user like me would never bother reading guidelines, to say the least, and second, if you've just informed me that I've breached the ToS, I would never do it again. That's how Instagram works. They warn their users, because they CARE about their user's lives. You clearly DO NOT CARE because all you're in for is the money and treating people like TRASH. Now, since I am a Business woman myself, I will suggest your management team investigates this, since I believe this mistake was probably your POOR support desk's work, but if noone sends this matter to your management, I would be happy to find it myself, and have a little talk. :) Thanks!",1,"Hello, As a girl and a valid user of this platform, I am unhappy with your customer support choosing to Perma ban my account based on one small community guide breach, that was not expected at all.",com.badoo.mobile,18/03/21
283,None yet,5,None yet.,com.badoo.mobile,18/03/21
